Date,META,GOOGL,AMD,QCOM,NVDA,AMZN,MSFT,MU,INTC,TXN,XOM,CVX
1962-01-02,,,,,,,,,,,,
1962-01-03,,,,,,,,,,,0.014851498118872763,-0.0022567468762821896
1962-01-04,,,,,,,,,,,0.00243892932951173,-0.009049264881198282
1962-01-05,,,,,,,,,,,-0.021897291138815778,-0.02511547107447465
1962-01-08,,,,,,,,,,,-0.002488058711151875,-0.00468332800073934
1962-01-09,,,,,,,,,,,-0.00249392399258086,0.014117824776797017
1962-01-10,,,,,,,,,,,-0.004999464782062812,0.0
1962-01-11,,,,,,,,,,,0.01005037110448348,0.02552219127866895
1962-01-12,,,,,,,,,,,0.01492495478805056,-0.002262242812169357
1962-01-15,,,,,,,,,,,0.0,-0.015873370899529782
1962-01-16,,,,,,,,,,,-0.007352989173961433,0.0023050400072570643
1962-01-17,,,,,,,,,,,-0.004937826334601381,-0.006897228000963707
1962-01-18,,,,,,,,,,,0.0024809529123066554,0.01388935900550603
1962-01-19,,,,,,,,,,,0.007425960350760263,-0.004566197868376531
1962-01-22,,,,,,,,,,,0.0024568223023255786,0.004587143674043004
1962-01-23,,,,,,,,,,,-0.007352989173961433,-0.006849099259936042
1962-01-24,,,,,,,,,,,0.0,-0.004598682413838984
1962-01-25,,,,,,,,,,,0.0024700513232456256,0.002309564349981974
1962-01-26,,,,,,,,,,,0.004925239201754916,0.0069127276605798205
1962-01-29,,,,,,,,,,,0.014706647851387311,-0.006865269919311245
1962-01-30,,,,,,,,,,,0.009661204237302101,0.004608983515634657
1962-01-31,,,,,,,,,,,0.014354894005706553,0.0023140120619153937
1962-02-01,,,,,,,,,,,0.01886733195036827,0.02309511232404593
1962-02-02,,,,,,,,,,,0.020832671385269563,0.04740467216389521
1962-02-05,,,,,,,,,,,0.009070253350476065,-0.01724232542241355
1962-02-06,,,,,,,,,,,-0.013482087543296717,-0.008771620607033626
1962-02-07,,,,,,,,,,,0.00875137521666125,0.01991181578234591
1962-02-08,,,,,,,,,,,0.0,0.00433865760570562
1962-02-09,,,,,,,,,,,-0.011416173628417181,0.008638533815617855
1962-02-12,,,,,,,,,,,0.0023107246497073852,0.010706511931789064
1962-02-13,,,,,,,,,,,-0.0069133912259653485,-0.0021186375259937273
1962-02-14,,,,,,,,,,,0.011601512924668489,-0.0021232266893509433
1962-02-15,,,,,,,,,,,0.0022927318155183674,0.004255397543910133
1962-02-16,,,,,,,,,,,0.002288955540290294,0.00847455010397491
1962-02-19,,,,,,,,,,,0.015981085589342747,0.0021007438513527266
1962-02-20,,,,,,,,,,,0.004494776824506497,0.0
1962-02-21,,,,,,,,,,,-0.0156603047866829,-0.008385539639499284
1962-02-23,,,,,,,,,,,0.002272351182719401,-0.004228407021807157
1962-02-26,,,,,,,,,,,-0.00680175108715475,-0.006369316034329664
1962-02-27,,,,,,,,,,,0.00913236833692821,0.008546889555941961
1962-02-28,,,,,,,,,,,0.0022623734291469244,-0.008474459288358105
1962-03-01,,,,,,,,,,,0.00677248604645575,0.004273307390258996
1962-03-02,,,,,,,,,,,-0.008969010199089467,0.0
1962-03-05,,,,,,,,,,,-0.0045254345097904825,0.0
1962-03-06,,,,,,,,,,,-0.00227196741740332,-0.008510795087819711
1962-03-07,,,,,,,,,,,-0.004556589850371662,-0.002144812808350771
1962-03-08,,,,,,,,,,,-0.016017511023794895,-0.002150436927338517
1962-03-09,,,,,,,,,,,0.006975898350522813,0.0
1962-03-12,,,,,,,,,,,-0.006927572310270413,0.008619823182166808
1962-03-13,,,,,,,,,,,0.0023250376569863285,-0.00427385694110638
1962-03-14,,,,,,,,,,,0.0069615189298544156,0.0021462845673649866
1962-03-15,,,,,,,,,,,0.01612743330439237,0.006423778655963774
1962-03-16,,,,,,,,,,,-0.004534015724129481,0.006383141916901591
1962-03-19,,,,,,,,,,,0.0022771410075772547,0.0042282257745871465
1962-03-20,,,,,,,,,,,-0.011363137468726081,0.002105256698464286
1962-03-21,,,,,,,,,,,-0.0022981584609844674,-0.004201757860094135
1962-03-22,,,,,,,,,,,-0.00230539751085157,-0.006329004603825017
1962-03-23,,,,,,,,,,,0.0023107246497073852,0.006369316034329442
1962-03-26,,,,,,,,,,,0.0,-0.018986380784409174
1962-03-27,,,,,,,,,,,0.0,0.00430032075875908
1962-03-28,,,,,,,,,,,0.009215987430226447,0.008565191187844157
1962-03-29,,,,,,,,,,,0.0,-0.004245634302824874
1962-03-30,,,,,,,,,,,-0.0022837281880019322,0.004263736569060761
1962-04-02,,,,,,,,,,,0.0,-0.008492451715249594
1962-04-03,,,,,,,,,,,-0.013729714683110128,-0.006423136140416674
1962-04-04,,,,,,,,,,,-0.011600729366905815,0.0
1962-04-05,,,,,,,,,,,0.004694135972739488,0.0
1962-04-06,,,,,,,,,,,-0.004672204011815562,0.015085221761342194
1962-04-09,,,,,,,,,,,-0.01877971490811725,-0.004245634302824874
1962-04-10,,,,,,,,,,,0.019139142548769028,0.002131457000430048
1962-04-11,,,,,,,,,,,0.0,-0.0042551239376896755
1962-04-12,,,,,,,,,,,-0.011736965078143369,-0.00427385694110638
1962-04-13,,,,,,,,,,,0.011876357471036547,0.0
1962-04-16,,,,,,,,,,,-0.00234766255208696,-0.004290637451023982
1962-04-17,,,,,,,,,,,0.014117691931469611,0.025861040028823057
1962-04-18,,,,,,,,,,,0.01392084389797743,0.0
1962-04-19,,,,,,,,,,,0.011442227462319376,0.004202208122408013
1962-04-23,,,,,,,,,,,0.004524288423960687,0.0
1962-04-24,,,,,,,,,,,0.0,0.006276307466159592
1962-04-25,,,,,,,,,,,0.006757160191580569,0.0
1962-04-26,,,,,,,,,,,-0.013423539316067323,-0.01663257819443431
1962-04-27,,,,,,,,,,,-0.00680175108715475,-0.0021142488227084977
1962-04-30,,,,,,,,,,,-0.022831884635912125,-0.012712097602812777
1962-05-01,,,,,,,,,,,0.016355909695394022,0.010729859092872163
1962-05-02,,,,,,,,,,,0.00919566161840879,0.006369316034329442
1962-05-03,,,,,,,,,,,0.0022771410075772547,0.014768702309888582
1962-05-04,,,,,,,,,,,0.0,0.004157008315709643
1962-05-07,,,,,,,,,,,-0.00227196741740332,0.0020888471342317416
1962-05-08,,,,,,,,,,,0.0,-0.006249847783394102
1962-05-09,,,,,,,,,,,-0.005067236855821,0.0
1962-05-10,,,,,,,,,,,-0.011573976529623775,-0.023060795898370068
1962-05-11,,,,,,,,,,,-0.014051637112605042,-0.008584088766593223
1962-05-14,,,,,,,,,,,-0.00712535476821563,0.00649344196498336
1962-05-15,,,,,,,,,,,0.028707557401211004,0.002151003970978671
1962-05-16,,,,,,,,,,,0.0,0.004291497045012083
1962-05-17,,,,,,,,,,,-0.009301626106696048,0.0021367610648050928
1962-05-18,,,,,,,,,,,0.002346847629519644,0.0
1962-05-21,,,,,,,,,,,-0.007024997193677218,0.006396161958394542
1962-05-22,,,,,,,,,,,-0.009435135022290653,-0.016948239695361966
1962-05-23,,,,,,,,,,,-0.011904506276492643,-0.01077635963989676
1962-05-24,,,,,,,,,,,0.004819800176652844,-0.008714540654936709
1962-05-25,,,,,,,,,,,-0.021583503127178383,-0.03296679477577913
1962-05-28,,,,,,,,,,,-0.0980385848220392,-0.06136483964090689
1962-05-29,,,,,,,,,,,0.10597760009933488,0.06537666841441414
1962-05-31,,,,,,,,,,,0.022112430288523832,-0.009091620517616472
1962-06-01,,,,,,,,,,,-0.016826794723077465,0.013761920951536943
1962-06-04,,,,,,,,,,,-0.026894411860376555,-0.027149818250715385
1962-06-05,,,,,,,,,,,0.020101344291456824,0.004651184402042263
1962-06-06,,,,,,,,,,,0.01477712185779989,0.0092593020826639
1962-06-07,,,,,,,,,,,0.004856276510384783,-0.0022930034923501763
